Timestamp,Hour_of_Day,Day_of_Week,Month,Temperature_C,Rainfall_mm,Current_Demand,Lag_1_Demand,Lag_24_Demand
2025-01-07 10:00:00,10,1,1,14.3,0.0,96.81,109.55,99.88
2025-01-07 11:00:00,11,1,1,18.5,0.0,97.4,96.81,81.08
2025-01-07 12:00:00,12,1,1,17.0,0.0,108.11,97.4,93.58
2025-01-07 13:00:00,13,1,1,16.8,0.0,81.33,108.11,78.96
2025-01-07 14:00:00,14,1,1,14.8,0.0,70.27,81.33,76.09
2025-01-07 15:00:00,15,1,1,11.7,0.0,66.52,70.27,68.94
2025-01-07 16:00:00,16,1,1,14.1,0.0,68.3,66.52,81.68
2025-01-07 17:00:00,17,1,1,14.4,0.0,73.44,68.3,60.83
2025-01-07 18:00:00,18,1,1,11.1,0.0,62.8,73.44,68.17
2025-01-07 19:00:00,19,1,1,6.8,0.0,60.14,62.8,63.09
2025-01-07 20:00:00,20,1,1,6.4,0.0,63.62,60.14,69.87
2025-01-07 21:00:00,21,1,1,5.1,0.0,51.73,63.62,59.09
2025-01-07 22:00:00,22,1,1,5.6,0.0,45.79,51.73,54.88
2025-01-07 23:00:00,23,1,1,5.5,6.5,38.93,45.79,56.39
2025-01-08 00:00:00,0,2,1,10.5,0.0,48.54,38.93,34.15
2025-01-08 01:00:00,1,2,1,6.4,0.0,39.74,48.54,25.56
2025-01-08 02:00:00,2,2,1,7.6,0.0,35.08,39.74,34.57
2025-01-08 03:00:00,3,2,1,8.2,0.0,27.72,35.08,38.73
2025-01-08 04:00:00,4,2,1,10.2,0.0,34.36,27.72,44.93
2025-01-08 05:00:00,5,2,1,8.7,0.0,44.02,34.36,43.65
2025-01-08 06:00:00,6,2,1,11.6,2.3,60.78,44.02,33.68
2025-01-08 07:00:00,7,2,1,10.3,0.0,81.41,60.78,80.07
2025-01-08 08:00:00,8,2,1,12.1,0.0,93.21,81.41,100.1
2025-01-08 09:00:00,9,2,1,14.3,0.0,99.52,93.21,109.55
2025-01-08 10:00:00,10,2,1,15.3,0.0,99.24,99.52,96.81
2025-01-08 11:00:00,11,2,1,12.6,0.0,98.09,99.24,97.4
2025-01-08 12:00:00,12,2,1,16.7,0.0,87.73,98.09,108.11
2025-01-08 13:00:00,13,2,1,16.9,0.0,86.03,87.73,81.33
2025-01-08 14:00:00,14,2,1,15.7,0.0,77.64,86.03,70.27
2025-01-08 15:00:00,15,2,1,16.5,0.0,70.33,77.64,66.52
2025-01-08 16:00:00,16,2,1,11.6,0.2,53.67,70.33,68.3
2025-01-08 17:00:00,17,2,1,14.5,0.0,70.21,53.67,73.44
2025-01-08 18:00:00,18,2,1,11.0,0.0,61.31,70.21,62.8
2025-01-08 19:00:00,19,2,1,11.1,0.0,68.65,61.31,60.14
2025-01-08 20:00:00,20,2,1,8.8,0.0,71.12,68.65,63.62
2025-01-08 21:00:00,21,2,1,6.9,6.2,44.51,71.12,51.73
2025-01-08 22:00:00,22,2,1,5.3,0.0,51.58,44.51,45.79
2025-01-08 23:00:00,23,2,1,7.4,0.0,43.06,51.58,38.93
2025-01-09 00:00:00,0,3,1,6.8,0.0,40.72,43.06,48.54
2025-01-09 01:00:00,1,3,1,9.2,0.0,43.71,40.72,39.74
2025-01-09 02:00:00,2,3,1,7.2,0.0,29.34,43.71,35.08
2025-01-09 03:00:00,3,3,1,6.9,0.0,27.47,29.34,27.72
2025-01-09 04:00:00,4,3,1,10.1,0.0,34.82,27.47,34.36
2025-01-09 05:00:00,5,3,1,11.6,0.0,48.59,34.82,44.02
2025-01-09 06:00:00,6,3,1,11.0,0.0,64.04,48.59,60.78
2025-01-09 07:00:00,7,3,1,13.4,0.0,71.52,64.04,81.41
2025-01-09 08:00:00,8,3,1,13.6,0.0,93.76,71.52,93.21
2025-01-09 09:00:00,9,3,1,13.9,0.0,100.7,93.76,99.52
2025-01-09 10:00:00,10,3,1,16.0,0.0,107.02,100.7,99.24
2025-01-09 11:00:00,11,3,1,17.6,0.0,106.24,107.02,98.09
2025-01-09 12:00:00,12,3,1,17.4,0.0,102.38,106.24,87.73
2025-01-09 13:00:00,13,3,1,15.5,0.0,78.59,102.38,86.03
2025-01-09 14:00:00,14,3,1,16.4,0.6,77.11,78.59,77.64
2025-01-09 15:00:00,15,3,1,11.6,1.7,63.76,77.11,70.33
2025-01-09 16:00:00,16,3,1,13.0,0.0,70.75,63.76,53.67
2025-01-09 17:00:00,17,3,1,10.8,0.0,67.04,70.75,70.21
2025-01-09 18:00:00,18,3,1,11.6,0.0,63.62,67.04,61.31
2025-01-09 19:00:00,19,3,1,12.8,0.0,72.91,63.62,68.65
2025-01-09 20:00:00,20,3,1,8.9,0.0,64.81,72.91,71.12
2025-01-09 21:00:00,21,3,1,7.9,1.1,58.64,64.81,44.51
2025-01-09 22:00:00,22,3,1,4.9,0.0,48.34,58.64,51.58
2025-01-09 23:00:00,23,3,1,9.7,0.0,52.0,48.34,43.06
2025-01-10 00:00:00,0,4,1,7.5,0.0,46.36,52.0,40.72
2025-01-10 01:00:00,1,4,1,5.1,0.0,37.46,46.36,43.71
2025-01-10 02:00:00,2,4,1,4.6,0.0,30.0,37.46,29.34
2025-01-10 03:00:00,3,4,1,5.6,0.0,30.07,30.0,27.47
2025-01-10 04:00:00,4,4,1,6.8,0.0,36.3,30.07,34.82
2025-01-10 05:00:00,5,4,1,9.5,0.0,54.46,36.3,48.59
2025-01-10 06:00:00,6,4,1,10.8,0.0,77.52,54.46,64.04
2025-01-10 07:00:00,7,4,1,10.5,0.0,72.17,77.52,71.52
2025-01-10 08:00:00,8,4,1,13.0,0.0,85.83,72.17,93.76
2025-01-10 09:00:00,9,4,1,15.7,0.0,106.51,85.83,100.7
2025-01-10 10:00:00,10,4,1,16.6,0.0,109.98,106.51,107.02
2025-01-10 11:00:00,11,4,1,13.4,0.0,99.56,109.98,106.24
2025-01-10 12:00:00,12,4,1,16.1,0.0,98.59,99.56,102.38
2025-01-10 13:00:00,13,4,1,15.8,0.0,84.35,98.59,78.59
2025-01-10 14:00:00,14,4,1,13.6,0.0,84.55,84.35,77.11
2025-01-10 15:00:00,15,4,1,14.3,3.2,57.44,84.55,63.76
2025-01-10 16:00:00,16,4,1,13.8,0.0,72.56,57.44,70.75
2025-01-10 17:00:00,17,4,1,8.9,0.0,52.93,72.56,67.04
2025-01-10 18:00:00,18,4,1,9.5,0.0,64.91,52.93,63.62
2025-01-10 19:00:00,19,4,1,10.3,0.0,63.99,64.91,72.91
2025-01-10 20:00:00,20,4,1,9.1,0.0,61.82,63.99,64.81
2025-01-10 21:00:00,21,4,1,9.7,0.0,66.58,61.82,58.64
2025-01-10 22:00:00,22,4,1,7.8,0.0,57.13,66.58,48.34
2025-01-10 23:00:00,23,4,1,5.8,0.0,41.36,57.13,52.0
2025-01-11 00:00:00,0,5,1,7.7,0.0,38.57,41.36,46.36
2025-01-11 01:00:00,1,5,1,5.4,0.0,28.49,38.57,37.46
2025-01-11 02:00:00,2,5,1,6.4,0.0,36.68,28.49,30.0
2025-01-11 03:00:00,3,5,1,8.0,0.0,36.53,36.68,30.07
2025-01-11 04:00:00,4,5,1,7.0,0.0,37.1,36.53,36.3
2025-01-11 05:00:00,5,5,1,9.5,0.0,55.77,37.1,54.46
2025-01-11 06:00:00,6,5,1,9.8,3.4,59.0,55.77,77.52
2025-01-11 07:00:00,7,5,1,17.0,0.0,95.84,59.0,72.17
2025-01-11 08:00:00,8,5,1,10.2,0.0,90.68,95.84,85.83
2025-01-11 09:00:00,9,5,1,17.0,0.0,107.31,90.68,106.51
2025-01-11 10:00:00,10,5,1,18.0,0.0,112.84,107.31,109.98
2025-01-11 11:00:00,11,5,1,16.3,0.0,107.72,112.84,99.56
2025-01-11 12:00:00,12,5,1,11.5,0.0,88.22,107.72,98.59
2025-01-11 13:00:00,13,5,1,13.8,0.0,91.25,88.22,84.35
2025-01-11 14:00:00,14,5,1,16.1,0.0,83.23,91.25,84.55
2025-01-11 15:00:00,15,5,1,14.1,0.0,77.27,83.23,57.44
2025-01-11 16:00:00,16,5,1,17.3,0.0,78.13,77.27,72.56
2025-01-11 17:00:00,17,5,1,10.5,0.0,67.23,78.13,52.93
2025-01-11 18:00:00,18,5,1,9.1,0.0,63.05,67.23,64.91
2025-01-11 19:00:00,19,5,1,6.9,0.0,68.04,63.05,63.99
2025-01-11 20:00:00,20,5,1,8.9,0.0,74.78,68.04,61.82
2025-01-11 21:00:00,21,5,1,9.1,0.0,73.27,74.78,66.58
2025-01-11 22:00:00,22,5,1,8.0,0.0,68.31,73.27,57.13
2025-01-11 23:00:00,23,5,1,5.3,5.3,44.7,68.31,41.36
2025-01-12 00:00:00,0,6,1,5.2,0.0,36.27,44.7,38.57
2025-01-12 01:00:00,1,6,1,9.8,0.0,41.21,36.27,28.49
2025-01-12 02:00:00,2,6,1,2.6,0.0,28.46,41.21,36.68
2025-01-12 03:00:00,3,6,1,11.0,0.0,38.76,28.46,36.53
2025-01-12 04:00:00,4,6,1,14.0,0.0,44.6,38.76,37.1
2025-01-12 05:00:00,5,6,1,8.9,5.4,38.05,44.6,55.77
2025-01-12 06:00:00,6,6,1,11.1,0.0,69.22,38.05,59.0
2025-01-12 07:00:00,7,6,1,11.8,0.0,85.64,69.22,95.84
2025-01-12 08:00:00,8,6,1,13.9,0.0,94.94,85.64,90.68
2025-01-12 09:00:00,9,6,1,17.8,0.0,101.47,94.94,107.31
2025-01-12 10:00:00,10,6,1,18.3,0.0,117.1,101.47,112.84
2025-01-12 11:00:00,11,6,1,15.9,3.6,99.61,117.1,107.72
2025-01-12 12:00:00,12,6,1,16.0,0.0,100.82,99.61,88.22
2025-01-12 13:00:00,13,6,1,15.3,6.2,72.96,100.82,91.25
2025-01-12 14:00:00,14,6,1,11.7,0.0,81.41,72.96,83.23
2025-01-12 15:00:00,15,6,1,14.9,0.0,76.81,81.41,77.27
2025-01-12 16:00:00,16,6,1,14.3,0.0,81.72,76.81,78.13
2025-01-12 17:00:00,17,6,1,12.3,0.0,70.24,81.72,67.23
2025-01-12 18:00:00,18,6,1,14.6,0.0,71.37,70.24,63.05
2025-01-12 19:00:00,19,6,1,9.6,0.0,85.92,71.37,68.04
2025-01-12 20:00:00,20,6,1,11.3,0.0,68.06,85.92,74.78
2025-01-12 21:00:00,21,6,1,10.5,0.0,70.15,68.06,73.27
2025-01-12 22:00:00,22,6,1,7.2,0.0,65.59,70.15,68.31
2025-01-12 23:00:00,23,6,1,5.0,0.0,48.62,65.59,44.7
2025-01-13 00:00:00,0,0,1,4.1,0.0,41.46,48.62,36.27
2025-01-13 01:00:00,1,0,1,5.3,0.0,30.4,41.46,41.21
2025-01-13 02:00:00,2,0,1,6.8,0.0,34.21,30.4,28.46
2025-01-13 03:00:00,3,0,1,10.4,0.0,39.75,34.21,38.76
2025-01-13 04:00:00,4,0,1,10.0,0.0,46.55,39.75,44.6
2025-01-13 05:00:00,5,0,1,8.2,0.0,42.11,46.55,38.05
2025-01-13 06:00:00,6,0,1,11.3,0.0,71.34,42.11,69.22
2025-01-13 07:00:00,7,0,1,14.1,13.1,58.97,71.34,85.64
2025-01-13 08:00:00,8,0,1,15.2,0.0,102.02,58.97,94.94
2025-01-13 09:00:00,9,0,1,15.3,0.0,99.97,102.02,101.47
2025-01-13 10:00:00,10,0,1,16.0,0.0,98.89,99.97,117.1
2025-01-13 11:00:00,11,0,1,14.7,0.0,90.38,98.89,99.61
2025-01-13 12:00:00,12,0,1,15.7,0.0,93.2,90.38,100.82
2025-01-13 13:00:00,13,0,1,13.8,0.0,81.37,93.2,72.96
2025-01-13 14:00:00,14,0,1,17.2,0.0,73.76,81.37,81.41
2025-01-13 15:00:00,15,0,1,16.8,4.0,65.89,73.76,76.81
2025-01-13 16:00:00,16,0,1,14.8,0.0,75.36,65.89,81.72
2025-01-13 17:00:00,17,0,1,11.9,2.1,63.22,75.36,70.24
2025-01-13 18:00:00,18,0,1,12.8,1.8,67.22,63.22,71.37
2025-01-13 19:00:00,19,0,1,14.5,0.0,80.99,67.22,85.92
2025-01-13 20:00:00,20,0,1,12.2,0.0,63.85,80.99,68.06
2025-01-13 21:00:00,21,0,1,10.9,0.0,70.79,63.85,70.15
2025-01-13 22:00:00,22,0,1,5.5,0.0,54.21,70.79,65.59
2025-01-13 23:00:00,23,0,1,1.7,0.0,36.3,54.21,48.62
2025-01-14 00:00:00,0,1,1,4.8,0.0,38.84,36.3,41.46
2025-01-14 01:00:00,1,1,1,6.2,0.0,33.71,38.84,30.4
2025-01-14 02:00:00,2,1,1,9.7,0.0,28.49,33.71,34.21
2025-01-14 03:00:00,3,1,1,8.2,0.0,44.1,28.49,39.75
2025-01-14 04:00:00,4,1,1,11.3,0.0,41.74,44.1,46.55
2025-01-14 05:00:00,5,1,1,9.6,0.0,47.94,41.74,42.11
2025-01-14 06:00:00,6,1,1,12.3,0.0,61.3,47.94,71.34
2025-01-14 07:00:00,7,1,1,9.8,7.5,54.37,61.3,58.97
2025-01-14 08:00:00,8,1,1,13.6,0.0,97.99,54.37,102.02
2025-01-14 09:00:00,9,1,1,13.0,0.0,104.28,97.99,99.97
2025-01-14 10:00:00,10,1,1,16.7,0.0,110.34,104.28,98.89
2025-01-14 11:00:00,11,1,1,20.7,0.8,110.91,110.34,90.38
2025-01-14 12:00:00,12,1,1,20.5,0.0,94.12,110.91,93.2
2025-01-14 13:00:00,13,1,1,14.4,0.0,79.63,94.12,81.37
2025-01-14 14:00:00,14,1,1,14.0,0.0,68.0,79.63,73.76
2025-01-14 15:00:00,15,1,1,14.9,0.0,74.23,68.0,65.89
2025-01-14 16:00:00,16,1,1,15.2,0.0,68.75,74.23,75.36
2025-01-14 17:00:00,17,1,1,13.4,0.0,63.58,68.75,63.22
2025-01-14 18:00:00,18,1,1,12.6,0.0,75.04,63.58,67.22
2025-01-14 19:00:00,19,1,1,7.9,0.0,63.85,75.04,80.99
2025-01-14 20:00:00,20,1,1,8.5,0.0,63.61,63.85,63.85
2025-01-14 21:00:00,21,1,1,6.2,0.0,52.51,63.61,70.79
2025-01-14 22:00:00,22,1,1,7.3,0.0,53.88,52.51,54.21
2025-01-14 23:00:00,23,1,1,9.9,0.0,55.78,53.88,36.3
2025-01-15 00:00:00,0,2,1,8.4,0.0,39.04,55.78,38.84
2025-01-15 01:00:00,1,2,1,9.6,0.0,37.17,39.04,33.71
2025-01-15 02:00:00,2,2,1,7.5,3.0,28.42,37.17,28.49
2025-01-15 03:00:00,3,2,1,4.7,0.0,32.68,28.42,44.1
2025-01-15 04:00:00,4,2,1,9.6,0.0,47.65,32.68,41.74
2025-01-15 05:00:00,5,2,1,11.9,0.0,49.86,47.65,47.94
2025-01-15 06:00:00,6,2,1,14.2,0.0,74.28,49.86,61.3
2025-01-15 07:00:00,7,2,1,12.2,0.0,85.02,74.28,54.37
2025-01-15 08:00:00,8,2,1,12.5,0.0,88.42,85.02,97.99
2025-01-15 09:00:00,9,2,1,13.0,0.0,102.66,88.42,104.28
2025-01-15 10:00:00,10,2,1,17.3,0.0,106.29,102.66,110.34
2025-01-15 11:00:00,11,2,1,18.0,0.0,96.46,106.29,110.91
2025-01-15 12:00:00,12,2,1,17.6,0.0,94.36,96.46,94.12
2025-01-15 13:00:00,13,2,1,15.5,0.0,88.51,94.36,79.63
2025-01-15 14:00:00,14,2,1,16.9,0.0,88.12,88.51,68.0
2025-01-15 15:00:00,15,2,1,14.6,0.0,67.17,88.12,74.23
2025-01-15 16:00:00,16,2,1,11.3,0.0,66.7,67.17,68.75
2025-01-15 17:00:00,17,2,1,12.8,0.0,73.57,66.7,63.58
2025-01-15 18:00:00,18,2,1,10.4,0.0,73.39,73.57,75.04
2025-01-15 19:00:00,19,2,1,7.9,0.0,55.99,73.39,63.85
2025-01-15 20:00:00,20,2,1,9.0,0.0,71.74,55.99,63.61
2025-01-15 21:00:00,21,2,1,12.3,0.0,76.23,71.74,52.51
2025-01-15 22:00:00,22,2,1,10.4,0.0,51.35,76.23,53.88
2025-01-15 23:00:00,23,2,1,6.7,17.3,10.0,51.35,55.78
2025-01-16 00:00:00,0,3,1,8.7,0.0,48.59,10.0,39.04
2025-01-16 01:00:00,1,3,1,6.7,0.0,30.06,48.59,37.17
2025-01-16 02:00:00,2,3,1,7.9,0.0,22.93,30.06,28.42
2025-01-16 03:00:00,3,3,1,6.7,0.0,27.74,22.93,32.68
2025-01-16 04:00:00,4,3,1,8.8,0.0,47.74,27.74,47.65
2025-01-16 05:00:00,5,3,1,9.2,0.0,48.44,47.74,49.86
2025-01-16 06:00:00,6,3,1,11.6,0.0,71.11,48.44,74.28
2025-01-16 07:00:00,7,3,1,14.3,0.0,89.51,71.11,85.02
2025-01-16 08:00:00,8,3,1,14.8,0.0,81.73,89.51,88.42
2025-01-16 09:00:00,9,3,1,14.0,0.0,98.62,81.73,102.66
2025-01-16 10:00:00,10,3,1,15.9,0.0,105.99,98.62,106.29
2025-01-16 11:00:00,11,3,1,19.6,0.0,111.23,105.99,96.46
2025-01-16 12:00:00,12,3,1,15.9,0.0,99.71,111.23,94.36
2025-01-16 13:00:00,13,3,1,17.1,0.0,88.08,99.71,88.51
2025-01-16 14:00:00,14,3,1,17.2,0.0,76.53,88.08,88.12
2025-01-16 15:00:00,15,3,1,14.9,0.0,59.89,76.53,67.17
2025-01-16 16:00:00,16,3,1,17.8,0.0,73.27,59.89,66.7
2025-01-16 17:00:00,17,3,1,14.3,0.0,83.58,73.27,73.57
2025-01-16 18:00:00,18,3,1,14.7,0.0,80.75,83.58,73.39
2025-01-16 19:00:00,19,3,1,8.7,0.0,63.97,80.75,55.99
2025-01-16 20:00:00,20,3,1,10.9,0.0,62.62,63.97,71.74
2025-01-16 21:00:00,21,3,1,7.6,0.0,57.58,62.62,76.23
2025-01-16 22:00:00,22,3,1,9.0,0.0,66.07,57.58,51.35
2025-01-16 23:00:00,23,3,1,8.8,0.0,51.53,66.07,10.0
2025-01-17 00:00:00,0,4,1,7.6,0.0,41.74,51.53,48.59
2025-01-17 01:00:00,1,4,1,7.2,0.0,37.28,41.74,30.06
2025-01-17 02:00:00,2,4,1,5.5,0.0,30.03,37.28,22.93
2025-01-17 03:00:00,3,4,1,8.2,0.0,25.53,30.03,27.74
2025-01-17 04:00:00,4,4,1,9.3,0.0,46.61,25.53,47.74
2025-01-17 05:00:00,5,4,1,10.9,0.0,45.78,46.61,48.44
2025-01-17 06:00:00,6,4,1,11.6,0.0,64.33,45.78,71.11
2025-01-17 07:00:00,7,4,1,14.3,0.0,81.15,64.33,89.51
2025-01-17 08:00:00,8,4,1,13.9,0.0,91.0,81.15,81.73
2025-01-17 09:00:00,9,4,1,17.1,0.0,105.18,91.0,98.62
2025-01-17 10:00:00,10,4,1,18.3,1.5,111.42,105.18,105.99
2025-01-17 11:00:00,11,4,1,11.5,0.0,85.98,111.42,111.23
2025-01-17 12:00:00,12,4,1,16.7,0.0,97.6,85.98,99.71
2025-01-17 13:00:00,13,4,1,13.5,0.0,72.76,97.6,88.08
2025-01-17 14:00:00,14,4,1,13.2,0.0,78.21,72.76,76.53
2025-01-17 15:00:00,15,4,1,12.9,0.0,64.65,78.21,59.89
2025-01-17 16:00:00,16,4,1,14.6,0.0,69.17,64.65,73.27
2025-01-17 17:00:00,17,4,1,13.8,0.0,63.06,69.17,83.58
2025-01-17 18:00:00,18,4,1,15.4,11.5,60.13,63.06,80.75
