timestep,demand,tank_level,pressure
72,49.93,0.0,0.0
73,56.14,0.0,0.0
74,45.19,0.0,0.0
75,57.64,0.0,0.0
76,58.63,0.0,0.0
77,62.06,0.0,0.0
78,68.68,0.0,0.0
79,66.96,0.0,0.0
80,73.67,0.0,0.0
81,72.71,0.0,0.0
82,70.37,0.0,0.0
83,57.99,0.0,0.0
84,52.03,0.0,0.0
85,50.09,0.0,0.0
86,53.91,0.0,0.0
87,54.19,0.0,0.0
88,55.92,0.0,0.0
89,64.63,0.0,0.0
90,68.29,0.0,0.0
91,73.08,0.0,0.0
92,66.56,0.0,0.0
93,63.39,0.0,0.0
94,58.13,0.0,0.0
95,50.91,0.0,0.0
96,50.92,0.0,0.0
97,52.23,0.0,0.0
98,53.06,0.0,0.0
99,54.47,0.0,0.0
100,54.12,0.0,0.0
101,61.7,0.0,0.0
102,67.38,0.0,0.0
103,70.52,0.0,0.0
104,73.85,0.0,0.0
105,72.85,0.0,0.0
106,71.59,0.0,0.0
107,60.07,0.0,0.0
108,55.23,0.0,0.0
109,51.37,0.0,0.0
110,45.4,0.0,0.0
111,53.12,0.0,0.0
112,57.69,0.0,0.0
113,70.48,0.0,0.0
114,67.42,0.0,0.0
115,71.08,0.0,0.0
116,68.57,0.0,0.0
117,60.87,0.0,0.0
118,62.74,0.0,0.0
119,57.55,0.0,0.0
120,52.41,0.0,0.0
121,48.71,0.0,0.0
122,57.25,0.0,0.0
123,50.97,0.0,0.0
124,60.13,0.0,0.0
125,69.53,0.0,0.0
126,65.43,0.0,0.0
127,71.23,0.0,0.0
128,74.63,0.0,0.0
129,70.13,0.0,0.0
130,61.28,0.0,0.0
131,59.75,0.0,0.0
132,51.27,0.0,0.0
133,53.01,0.0,0.0
134,48.4,0.0,0.0
135,57.85,0.0,0.0
136,55.16,0.0,0.0
137,62.12,0.0,0.0
138,70.44,0.0,0.0
139,66.48,0.0,0.0
140,69.35,0.0,0.0
141,68.3,0.0,0.0
142,54.49,0.0,0.0
143,55.85,0.0,0.0
144,50.81,0.0,0.0
145,53.79,0.0,0.0
146,49.34,0.0,0.0
147,51.22,0.0,0.0
148,59.93,0.0,0.0
149,63.85,0.0,0.0
150,69.16,0.0,0.0
151,73.97,0.0,0.0
152,72.29,0.0,0.0
153,72.34,0.0,0.0
154,66.81,0.0,0.0
155,57.4,0.0,0.0
156,60.06,0.0,0.0
157,53.01,0.0,0.0
158,47.59,0.0,0.0
159,55.17,0.0,0.0
160,54.59,0.0,0.0
161,65.45,0.0,0.0
162,71.48,0.0,0.0
163,67.71,0.0,0.0
164,71.56,0.0,0.0
165,65.62,0.0,0.0
166,61.78,0.0,0.0
167,60.99,0.0,0.0
168,49.3,0.0,0.0
169,49.18,0.0,0.0
170,50.38,0.0,0.0
171,52.73,0.0,0.0
172,58.14,0.0,0.0
173,63.98,0.0,0.0
174,69.24,0.0,0.0
175,75.41,0.0,0.0
176,74.37,0.0,0.0
177,76.0,0.0,0.0
178,65.14,0.0,0.0
179,67.71,0.0,0.0
180,56.34,0.0,0.0
181,49.02,0.0,0.0
182,47.95,0.0,0.0
183,54.65,0.0,0.0
184,56.84,0.0,0.0
185,65.23,0.0,0.0
186,69.42,0.0,0.0
187,69.95,0.0,0.0
188,66.13,0.0,0.0
189,59.83,0.0,0.0
190,57.97,0.0,0.0
191,57.87,0.0,0.0
192,50.68,0.0,0.0
193,47.71,0.0,0.0
194,53.57,0.0,0.0
195,56.33,0.0,0.0
196,55.72,0.0,0.0
197,63.42,0.0,0.0
198,68.58,0.0,0.0
199,69.5,0.0,0.0
200,75.4,0.0,0.0
201,73.32,0.0,0.0
202,69.18,0.0,0.0
203,62.71,0.0,0.0
204,50.33,0.0,0.0
205,48.78,0.0,0.0
206,52.7,0.0,0.0
207,54.74,0.0,0.0
208,59.06,0.0,0.0
209,74.65,0.0,0.0
210,69.71,0.0,0.0
211,73.58,0.0,0.0
212,71.53,0.0,0.0
213,66.33,0.0,0.0
214,58.36,0.0,0.0
215,57.57,0.0,0.0
216,47.71,0.0,0.0
217,50.73,0.0,0.0
218,51.59,0.0,0.0
219,55.42,0.0,0.0
220,65.31,0.0,0.0
221,57.36,0.0,0.0
222,70.47,0.0,0.0
223,68.09,0.0,0.0
224,72.92,0.0,0.0
225,74.91,0.0,0.0
226,66.13,0.0,0.0
227,56.31,0.0,0.0
228,52.31,0.0,0.0
229,53.63,0.0,0.0
230,48.97,0.0,0.0
231,53.85,0.0,0.0
232,57.65,0.0,0.0
233,61.13,0.0,0.0
234,74.43,0.0,0.0
235,72.07,0.0,0.0
236,62.6,0.0,0.0
237,64.94,0.0,0.0
238,57.32,0.0,0.0
239,57.85,0.0,0.0
240,47.66,0.0,0.0
241,51.1,0.0,0.0
242,54.56,0.0,0.0
243,57.77,0.0,0.0
244,54.77,0.0,0.0
245,61.96,0.0,0.0
246,66.98,0.0,0.0
247,70.97,0.0,0.0
248,79.63,0.0,0.0
249,72.85,0.0,0.0
250,62.15,0.0,0.0
251,62.3,0.0,0.0
252,60.83,0.0,0.0
253,54.69,0.0,0.0
254,46.6,0.0,0.0
255,51.75,0.0,0.0
256,61.31,0.0,0.0
257,60.97,0.0,0.0
258,69.33,0.0,0.0
259,72.49,0.0,0.0
260,65.89,0.0,0.0
261,64.2,0.0,0.0
262,49.59,0.0,0.0
263,52.22,0.0,0.0
264,49.28,0.0,0.0
265,47.7,0.0,0.0
266,57.94,0.0,0.0
267,50.89,0.0,0.0
268,57.05,0.0,0.0
269,63.35,0.0,0.0
270,72.73,0.0,0.0
271,68.62,0.0,0.0
272,77.82,0.0,0.0
273,71.67,0.0,0.0
274,62.99,0.0,0.0
275,60.93,0.0,0.0
276,55.06,0.0,0.0
277,49.79,0.0,0.0
278,51.37,0.0,0.0
279,52.05,0.0,0.0
280,57.85,0.0,0.0
281,65.08,0.0,0.0
282,72.76,0.0,0.0
283,66.46,0.0,0.0
284,75.07,0.0,0.0
285,58.52,0.0,0.0
286,58.85,0.0,0.0
287,57.06,0.0,0.0
288,50.88,0.0,0.0
289,49.57,0.0,0.0
290,52.42,0.0,0.0
291,53.7,0.0,0.0
292,56.6,0.0,0.0
293,65.51,0.0,0.0
294,69.48,0.0,0.0
295,70.85,0.0,0.0
296,77.03,0.0,0.0
297,72.56,0.0,0.0
298,68.37,0.0,0.0
299,61.44,0.0,0.0
300,51.97,0.0,0.0
301,49.91,0.0,0.0
302,53.4,0.0,0.0
303,55.03,0.0,0.0
304,57.45,0.0,0.0
305,63.44,0.0,0.0
306,71.84,0.0,0.0
307,68.4,0.0,0.0
308,70.31,0.0,0.0
309,63.77,0.0,0.0
310,58.66,0.0,0.0
311,58.59,0.0,0.0
312,52.51,0.0,0.0
313,53.88,0.0,0.0
314,56.96,0.0,0.0
315,55.24,0.0,0.0
316,60.41,0.0,0.0
317,62.03,0.0,0.0
318,69.38,0.0,0.0
319,72.54,0.0,0.0
320,74.62,0.0,0.0
321,73.42,0.0,0.0
322,63.48,0.0,0.0
323,65.82,0.0,0.0
324,51.44,0.0,0.0
325,47.95,0.0,0.0
326,54.63,0.0,0.0
327,55.58,0.0,0.0
328,59.38,0.0,0.0
329,64.97,0.0,0.0
330,67.97,0.0,0.0
331,67.48,0.0,0.0
332,68.9,0.0,0.0
333,62.35,0.0,0.0
334,62.23,0.0,0.0
335,54.85,0.0,0.0
336,47.56,0.0,0.0
337,50.48,0.0,0.0
338,54.29,0.0,0.0
339,53.49,0.0,0.0
340,55.9,0.0,0.0
341,63.69,0.0,0.0
342,69.14,0.0,0.0
343,71.41,0.0,0.0
344,72.92,0.0,0.0
345,72.33,0.0,0.0
346,61.59,0.0,0.0
347,55.32,0.0,0.0
348,52.3,0.0,0.0
349,50.95,0.0,0.0
350,52.09,0.0,0.0
351,57.63,0.0,0.0
352,60.09,0.0,0.0
353,62.61,0.0,0.0
354,67.94,0.0,0.0
355,67.16,0.0,0.0
356,68.62,0.0,0.0
357,63.51,0.0,0.0
358,60.28,0.0,0.0
359,52.81,0.0,0.0
360,51.59,0.0,0.0
361,56.04,0.0,0.0
362,52.72,0.0,0.0
363,56.38,0.0,0.0
364,60.44,0.0,0.0
365,61.76,0.0,0.0
366,69.08,0.0,0.0
367,72.96,0.0,0.0
368,74.62,0.0,0.0
369,69.32,0.0,0.0
370,66.01,0.0,0.0
371,61.04,0.0,0.0
372,58.81,0.0,0.0
373,54.47,0.0,0.0
374,57.62,0.0,0.0
375,50.9,0.0,0.0
376,60.13,0.0,0.0
377,63.64,0.0,0.0
378,74.57,0.0,0.0
379,67.75,0.0,0.0
380,66.15,0.0,0.0
381,62.58,0.0,0.0
382,52.94,0.0,0.0
383,53.72,0.0,0.0
384,47.76,0.0,0.0
385,51.89,0.0,0.0
386,54.07,0.0,0.0
387,60.81,0.0,0.0
388,61.22,0.0,0.0
389,61.23,0.0,0.0
390,65.71,0.0,0.0
391,74.4,0.0,0.0
392,70.37,0.0,0.0
393,77.13,0.0,0.0
394,69.47,0.0,0.0
395,58.14,0.0,0.0
396,49.32,0.0,0.0
397,55.65,0.0,0.0
398,50.82,0.0,0.0
399,56.92,0.0,0.0
400,52.73,0.0,0.0
401,61.29,0.0,0.0
402,68.02,0.0,0.0
403,70.31,0.0,0.0
404,67.32,0.0,0.0
405,66.25,0.0,0.0
406,56.11,0.0,0.0
407,54.87,0.0,0.0
408,50.39,0.0,0.0
409,52.99,0.0,0.0
410,55.18,0.0,0.0
411,51.8,0.0,0.0
412,53.77,0.0,0.0
413,66.79,0.0,0.0
414,69.4,0.0,0.0
415,70.68,0.0,0.0
416,78.98,0.0,0.0
417,71.99,0.0,0.0
418,69.47,0.0,0.0
419,59.75,0.0,0.0
420,60.64,0.0,0.0
421,56.86,0.0,0.0
422,50.41,0.0,0.0
423,56.12,0.0,0.0
424,59.45,0.0,0.0
425,67.2,0.0,0.0
426,65.11,0.0,0.0
427,72.23,0.0,0.0
428,71.85,0.0,0.0
429,59.1,0.0,0.0
430,55.76,0.0,0.0
431,49.18,0.0,0.0
432,49.23,0.0,0.0
433,53.6,0.0,0.0
434,57.55,0.0,0.0
435,55.4,0.0,0.0
436,63.25,0.0,0.0
437,58.82,0.0,0.0
438,63.3,0.0,0.0
439,72.76,0.0,0.0
440,75.48,0.0,0.0
441,71.54,0.0,0.0
442,59.73,0.0,0.0
443,59.28,0.0,0.0
444,50.55,0.0,0.0
445,53.6,0.0,0.0
446,52.26,0.0,0.0
447,50.38,0.0,0.0
448,55.97,0.0,0.0
449,59.91,0.0,0.0
450,67.81,0.0,0.0
451,73.04,0.0,0.0
452,65.71,0.0,0.0
453,65.89,0.0,0.0
454,57.72,0.0,0.0
455,52.92,0.0,0.0
456,49.71,0.0,0.0
457,48.34,0.0,0.0
458,51.39,0.0,0.0
459,51.58,0.0,0.0
460,64.26,0.0,0.0
461,63.07,0.0,0.0
462,66.31,0.0,0.0
463,73.57,0.0,0.0
464,73.99,0.0,0.0
465,70.98,0.0,0.0
466,67.78,0.0,0.0
467,61.82,0.0,0.0
468,52.87,0.0,0.0
469,49.86,0.0,0.0
470,50.33,0.0,0.0
471,46.3,0.0,0.0
472,52.97,0.0,0.0
473,67.19,0.0,0.0
474,72.94,0.0,0.0
475,69.42,0.0,0.0
476,70.4,0.0,0.0
477,65.31,0.0,0.0
478,68.55,0.0,0.0
479,58.65,0.0,0.0
480,49.65,0.0,0.0
481,48.58,0.0,0.0
482,48.23,0.0,0.0
483,55.79,0.0,0.0
484,56.1,0.0,0.0
485,58.69,0.0,0.0
486,66.47,0.0,0.0
487,69.68,0.0,0.0
488,79.39,0.0,0.0
489,74.28,0.0,0.0
490,65.91,0.0,0.0
491,63.99,0.0,0.0
492,54.69,0.0,0.0
493,49.01,0.0,0.0
494,55.73,0.0,0.0
495,54.82,0.0,0.0
496,54.4,0.0,0.0
497,62.52,0.0,0.0
498,65.38,0.0,0.0
499,66.02,0.0,0.0
500,71.45,0.0,0.0
501,70.11,0.0,0.0
502,55.11,0.0,0.0
503,56.98,0.0,0.0
504,48.08,0.0,0.0
505,49.98,0.0,0.0
506,51.27,0.0,0.0
507,52.59,0.0,0.0
508,58.51,0.0,0.0
509,60.47,0.0,0.0
510,69.22,0.0,0.0
511,72.78,0.0,0.0
512,73.61,0.0,0.0
513,68.92,0.0,0.0
514,64.21,0.0,0.0
515,61.81,0.0,0.0
516,55.96,0.0,0.0
517,48.66,0.0,0.0
518,51.46,0.0,0.0
519,55.46,0.0,0.0
520,52.5,0.0,0.0
521,64.72,0.0,0.0
522,66.01,0.0,0.0
523,71.88,0.0,0.0
524,66.38,0.0,0.0
525,58.96,0.0,0.0
526,54.43,0.0,0.0
527,55.44,0.0,0.0
528,50.81,0.0,0.0
529,48.73,0.0,0.0
530,54.96,0.0,0.0
531,50.19,0.0,0.0
532,58.17,0.0,0.0
533,59.33,0.0,0.0
534,66.45,0.0,0.0
535,73.07,0.0,0.0
536,71.75,0.0,0.0
537,70.48,0.0,0.0
538,68.95,0.0,0.0
539,57.82,0.0,0.0
540,56.97,0.0,0.0
541,48.2,0.0,0.0
542,52.75,0.0,0.0
543,57.53,0.0,0.0
544,50.1,0.0,0.0
545,60.7,0.0,0.0
546,69.73,0.0,0.0
547,69.56,0.0,0.0
548,69.78,0.0,0.0
549,62.57,0.0,0.0
550,59.57,0.0,0.0
551,54.83,0.0,0.0
552,53.54,0.0,0.0
553,52.21,0.0,0.0
554,54.06,0.0,0.0
555,53.94,0.0,0.0
556,56.91,0.0,0.0
557,61.66,0.0,0.0
558,69.59,0.0,0.0
559,71.66,0.0,0.0
560,75.2,0.0,0.0
561,77.86,0.0,0.0
562,68.55,0.0,0.0
563,58.57,0.0,0.0
564,58.06,0.0,0.0
565,50.37,0.0,0.0
566,45.04,0.0,0.0
567,50.18,0.0,0.0
568,51.9,0.0,0.0
569,62.04,0.0,0.0
570,68.06,0.0,0.0
571,75.2,0.0,0.0
572,69.65,0.0,0.0
573,63.72,0.0,0.0
574,61.8,0.0,0.0
575,48.66,0.0,0.0
576,50.74,0.0,0.0
577,53.76,0.0,0.0
578,48.61,0.0,0.0
579,58.61,0.0,0.0
580,59.38,0.0,0.0
581,61.72,0.0,0.0
582,70.3,0.0,0.0
583,79.74,0.0,0.0
584,74.88,0.0,0.0
585,72.38,0.0,0.0
586,64.56,0.0,0.0
587,57.0,0.0,0.0
588,56.95,0.0,0.0
589,49.02,0.0,0.0
590,51.37,0.0,0.0
591,51.77,0.0,0.0
592,58.95,0.0,0.0
593,64.09,0.0,0.0
594,71.11,0.0,0.0
595,68.64,0.0,0.0
596,67.86,0.0,0.0
597,61.44,0.0,0.0
598,57.98,0.0,0.0
599,56.43,0.0,0.0
600,52.3,0.0,0.0
601,48.68,0.0,0.0
602,55.66,0.0,0.0
603,59.24,0.0,0.0
604,59.61,0.0,0.0
605,68.59,0.0,0.0
606,66.09,0.0,0.0
607,69.19,0.0,0.0
608,69.0,0.0,0.0
609,76.13,0.0,0.0
610,67.9,0.0,0.0
611,59.38,0.0,0.0
612,55.3,0.0,0.0
613,48.22,0.0,0.0
614,58.5,0.0,0.0
615,53.59,0.0,0.0
616,57.84,0.0,0.0
617,65.27,0.0,0.0
618,69.45,0.0,0.0
619,70.84,0.0,0.0
620,66.3,0.0,0.0
621,65.79,0.0,0.0
622,64.96,0.0,0.0
623,59.33,0.0,0.0
624,54.81,0.0,0.0
625,49.91,0.0,0.0
626,50.08,0.0,0.0
627,54.8,0.0,0.0
628,58.54,0.0,0.0
629,66.24,0.0,0.0
630,63.33,0.0,0.0
631,77.52,0.0,0.0
632,73.86,0.0,0.0
633,70.36,0.0,0.0
634,62.9,0.0,0.0
635,54.58,0.0,0.0
636,56.93,0.0,0.0
637,51.81,0.0,0.0
638,47.29,0.0,0.0
639,49.32,0.0,0.0
640,56.5,0.0,0.0
641,68.1,0.0,0.0
642,67.22,0.0,0.0
643,65.66,0.0,0.0
644,67.93,0.0,0.0
645,63.56,0.0,0.0
646,51.22,0.0,0.0
647,55.13,0.0,0.0
648,49.34,0.0,0.0
649,53.53,0.0,0.0
650,58.59,0.0,0.0
651,58.56,0.0,0.0
652,57.56,0.0,0.0
653,59.64,0.0,0.0
654,76.13,0.0,0.0
655,73.1,0.0,0.0
656,74.37,0.0,0.0
657,71.57,0.0,0.0
658,66.53,0.0,0.0
659,59.11,0.0,0.0
660,52.74,0.0,0.0
661,49.95,0.0,0.0
662,51.06,0.0,0.0
663,51.57,0.0,0.0
664,55.37,0.0,0.0
665,63.41,0.0,0.0
666,67.24,0.0,0.0
667,74.68,0.0,0.0
668,60.72,0.0,0.0
669,67.65,0.0,0.0
670,63.05,0.0,0.0
671,49.08,0.0,0.0
672,49.01,0.0,0.0
673,50.33,0.0,0.0
674,48.82,0.0,0.0
675,52.84,0.0,0.0
676,55.04,0.0,0.0
677,68.22,0.0,0.0
678,71.21,0.0,0.0
679,76.74,0.0,0.0
680,76.5,0.0,0.0
681,68.25,0.0,0.0
682,64.36,0.0,0.0
683,61.01,0.0,0.0
684,50.79,0.0,0.0
685,53.73,0.0,0.0
686,50.44,0.0,0.0
687,52.08,0.0,0.0
688,59.65,0.0,0.0
689,64.42,0.0,0.0
690,66.92,0.0,0.0
691,73.65,0.0,0.0
692,65.43,0.0,0.0
693,66.23,0.0,0.0
694,61.09,0.0,0.0
695,54.37,0.0,0.0
696,51.01,0.0,0.0
697,47.69,0.0,0.0
698,55.82,0.0,0.0
699,54.62,0.0,0.0
700,56.8,0.0,0.0
701,66.11,0.0,0.0
702,66.29,0.0,0.0
703,68.7,0.0,0.0
704,69.66,0.0,0.0
705,73.46,0.0,0.0
706,62.09,0.0,0.0
707,64.81,0.0,0.0
708,48.21,0.0,0.0
709,56.68,0.0,0.0
710,51.79,0.0,0.0
711,52.91,0.0,0.0
712,55.88,0.0,0.0
713,64.29,0.0,0.0
714,67.89,0.0,0.0
715,73.48,0.0,0.0
716,69.01,0.0,0.0
717,64.83,0.0,0.0
718,58.22,0.0,0.0
719,55.12,0.0,0.0
720,50.96,0.0,0.0
721,46.31,0.0,0.0
722,49.0,0.0,0.0
723,57.41,0.0,0.0
724,58.88,0.0,0.0
725,62.41,0.0,0.0
726,68.46,0.0,0.0
727,73.97,0.0,0.0
728,72.71,0.0,0.0
729,69.3,0.0,0.0
730,66.52,0.0,0.0
731,56.61,0.0,0.0
732,55.68,0.0,0.0
733,46.48,0.0,0.0
734,54.25,0.0,0.0
735,54.62,0.0,0.0
736,58.28,0.0,0.0
737,66.04,0.0,0.0
738,73.0,0.0,0.0
739,73.21,0.0,0.0
740,63.15,0.0,0.0
741,60.54,0.0,0.0
742,57.43,0.0,0.0
743,55.37,0.0,0.0
744,51.59,0.0,0.0
745,49.27,0.0,0.0
746,53.61,0.0,0.0
747,52.91,0.0,0.0
748,56.53,0.0,0.0
749,58.74,0.0,0.0
750,65.64,0.0,0.0
751,68.87,0.0,0.0
752,71.4,0.0,0.0
753,74.8,0.0,0.0
754,63.09,0.0,0.0
755,67.44,0.0,0.0
756,55.94,0.0,0.0
757,52.15,0.0,0.0
758,48.58,0.0,0.0
759,55.3,0.0,0.0
760,55.79,0.0,0.0
761,63.46,0.0,0.0
762,75.68,0.0,0.0
763,69.88,0.0,0.0
764,72.12,0.0,0.0
765,62.27,0.0,0.0
766,59.2,0.0,0.0
767,60.61,0.0,0.0
768,48.15,0.0,0.0
769,56.88,0.0,0.0
770,55.17,0.0,0.0
771,53.49,0.0,0.0
772,60.27,0.0,0.0
773,65.88,0.0,0.0
774,70.27,0.0,0.0
775,68.22,0.0,0.0
776,72.15,0.0,0.0
777,70.9,0.0,0.0
778,65.71,0.0,0.0
779,61.41,0.0,0.0
780,54.99,0.0,0.0
781,47.59,0.0,0.0
782,52.3,0.0,0.0
783,55.04,0.0,0.0
784,59.19,0.0,0.0
785,66.33,0.0,0.0
786,70.5,0.0,0.0
787,71.55,0.0,0.0
788,68.46,0.0,0.0
789,59.39,0.0,0.0
790,60.6,0.0,0.0
791,55.92,0.0,0.0
792,50.85,0.0,0.0
793,47.61,0.0,0.0
794,49.8,0.0,0.0
795,58.34,0.0,0.0
796,58.25,0.0,0.0
797,65.01,0.0,0.0
798,68.49,0.0,0.0
799,73.02,0.0,0.0
800,77.15,0.0,0.0
801,70.09,0.0,0.0
802,66.22,0.0,0.0
803,58.16,0.0,0.0
804,53.16,0.0,0.0
805,50.66,0.0,0.0
806,51.83,0.0,0.0
807,51.77,0.0,0.0
808,61.28,0.0,0.0
809,60.41,0.0,0.0
810,67.44,0.0,0.0
811,68.85,0.0,0.0
812,73.01,0.0,0.0
813,64.97,0.0,0.0
814,62.4,0.0,0.0
815,50.84,0.0,0.0
816,50.83,0.0,0.0
817,54.11,0.0,0.0
818,53.29,0.0,0.0
819,58.37,0.0,0.0
820,56.82,0.0,0.0
821,67.19,0.0,0.0
822,75.3,0.0,0.0
823,71.84,0.0,0.0
824,72.99,0.0,0.0
825,76.0,0.0,0.0
826,70.67,0.0,0.0
827,57.98,0.0,0.0
828,53.2,0.0,0.0
829,50.75,0.0,0.0
830,47.13,0.0,0.0
831,50.45,0.0,0.0
832,54.5,0.0,0.0
833,60.79,0.0,0.0
834,67.9,0.0,0.0
835,70.87,0.0,0.0
836,73.32,0.0,0.0
837,61.38,0.0,0.0
838,62.26,0.0,0.0
839,54.65,0.0,0.0
840,49.88,0.0,0.0
841,53.47,0.0,0.0
842,49.68,0.0,0.0
843,56.32,0.0,0.0
844,58.87,0.0,0.0
845,64.44,0.0,0.0
846,69.27,0.0,0.0
847,80.29,0.0,0.0
848,72.42,0.0,0.0
849,70.05,0.0,0.0
850,64.07,0.0,0.0
851,57.88,0.0,0.0
852,52.55,0.0,0.0
853,55.16,0.0,0.0
854,55.42,0.0,0.0
855,51.49,0.0,0.0
856,55.02,0.0,0.0
857,64.5,0.0,0.0
858,66.35,0.0,0.0
859,72.07,0.0,0.0
860,69.28,0.0,0.0
861,59.83,0.0,0.0
862,63.95,0.0,0.0
863,60.68,0.0,0.0
864,48.19,0.0,0.0
865,50.28,0.0,0.0
866,53.9,0.0,0.0
867,56.18,0.0,0.0
868,60.34,0.0,0.0
869,68.99,0.0,0.0
870,67.88,0.0,0.0
871,70.53,0.0,0.0
872,70.19,0.0,0.0
873,69.45,0.0,0.0
874,65.84,0.0,0.0
875,64.93,0.0,0.0
876,52.91,0.0,0.0
877,52.26,0.0,0.0
878,51.11,0.0,0.0
879,56.77,0.0,0.0
880,65.09,0.0,0.0
881,61.5,0.0,0.0
882,66.53,0.0,0.0
883,73.3,0.0,0.0
884,70.72,0.0,0.0
885,69.92,0.0,0.0
886,61.06,0.0,0.0
887,54.22,0.0,0.0
888,51.81,0.0,0.0
889,54.77,0.0,0.0
890,55.51,0.0,0.0
891,56.7,0.0,0.0
892,61.57,0.0,0.0
893,66.47,0.0,0.0
894,72.55,0.0,0.0
895,74.87,0.0,0.0
896,73.83,0.0,0.0
897,72.08,0.0,0.0
898,69.56,0.0,0.0
899,57.1,0.0,0.0
900,55.57,0.0,0.0
901,50.41,0.0,0.0
902,51.25,0.0,0.0
903,57.04,0.0,0.0
904,58.09,0.0,0.0
905,63.23,0.0,0.0
906,63.92,0.0,0.0
907,72.41,0.0,0.0
908,70.61,0.0,0.0
909,70.87,0.0,0.0
910,58.39,0.0,0.0
911,55.95,0.0,0.0
912,50.78,0.0,0.0
913,56.18,0.0,0.0
914,52.76,0.0,0.0
915,56.01,0.0,0.0
916,60.19,0.0,0.0
917,63.52,0.0,0.0
918,67.07,0.0,0.0
919,73.51,0.0,0.0
920,77.55,0.0,0.0
921,68.56,0.0,0.0
922,66.33,0.0,0.0
923,57.45,0.0,0.0
924,58.04,0.0,0.0
925,47.02,0.0,0.0
926,49.48,0.0,0.0
927,54.33,0.0,0.0
928,62.21,0.0,0.0
929,62.89,0.0,0.0
930,66.34,0.0,0.0
931,75.81,0.0,0.0
932,64.33,0.0,0.0
933,57.78,0.0,0.0
934,60.63,0.0,0.0
935,53.79,0.0,0.0
936,46.97,0.0,0.0
937,53.57,0.0,0.0
938,53.78,0.0,0.0
939,53.48,0.0,0.0
940,54.53,0.0,0.0
941,65.58,0.0,0.0
942,70.36,0.0,0.0
943,72.63,0.0,0.0
944,79.87,0.0,0.0
945,68.43,0.0,0.0
946,61.36,0.0,0.0
947,57.47,0.0,0.0
948,54.32,0.0,0.0
949,52.32,0.0,0.0
950,50.44,0.0,0.0
951,54.26,0.0,0.0
952,53.76,0.0,0.0
953,67.42,0.0,0.0
954,67.76,0.0,0.0
955,73.52,0.0,0.0
956,69.7,0.0,0.0
957,65.75,0.0,0.0
958,61.02,0.0,0.0
959,56.64,0.0,0.0
960,51.96,0.0,0.0
961,55.43,0.0,0.0
962,53.64,0.0,0.0
963,57.3,0.0,0.0
964,58.1,0.0,0.0
965,67.28,0.0,0.0
966,66.38,0.0,0.0
967,78.33,0.0,0.0
968,74.21,0.0,0.0
969,67.35,0.0,0.0
970,66.32,0.0,0.0
971,57.5,0.0,0.0
972,56.98,0.0,0.0
973,49.63,0.0,0.0
974,49.82,0.0,0.0
975,47.53,0.0,0.0
976,56.16,0.0,0.0
977,55.82,0.0,0.0
978,63.25,0.0,0.0
979,72.45,0.0,0.0
980,71.03,0.0,0.0
981,65.65,0.0,0.0
982,56.41,0.0,0.0
983,55.15,0.0,0.0
984,50.02,0.0,0.0
985,47.97,0.0,0.0
986,57.56,0.0,0.0
987,57.81,0.0,0.0
988,57.71,0.0,0.0
989,63.04,0.0,0.0
990,69.03,0.0,0.0
991,66.8,0.0,0.0
992,73.59,0.0,0.0
993,69.59,0.0,0.0
994,62.93,0.0,0.0
995,58.7,0.0,0.0
996,59.85,0.0,0.0
